Order Date,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Year,Month
2018-08-11,West,Furniture,Chairs,5,10.4,0.0,49.4,-0.54,2018,2018-08
2019-10-30,West,Office Supplies,Binders,2,103.9,0.0,207.8,0.55,2019,2019-10
2020-01-03,Central,Technology,Computers,8,222.08,0.0,1598.98,365.84,2020,2020-01
2019-08-12,East,Office Supplies,Pens,9,146.99,0.0,1322.91,272.13,2019,2019-08
2018-05-07,South,Furniture,Tables,8,213.13,0.05,1705.04,207.78,2018,2018-05
2019-07-02,East,Furniture,Tables,1,94.21,0.1,94.21,3.3,2019,2019-07
2020-06-30,East,Furniture,Chairs,8,182.09,0.1,1311.05,307.26,2020,2020-06
2020-06-07,East,Office Supplies,Paper,2,211.88,0.0,381.38,60.35,2020,2020-06
2020-04-12,Central,Technology,Computers,1,527.75,0.0,527.75,41.34,2020,2020-04
2020-04-06,West,Technology,Accessories,8,313.84,0.0,2385.18,449.21,2020,2020-04
2017-06-19,South,Technology,Computers,3,482.87,0.0,1376.18,169.05,2017,2017-06
2020-11-17,Central,Office Supplies,Binders,1,96.67,0.1,91.84,10.4,2020,2020-11
2019-08-04,East,Technology,Phones,5,480.1,0.0,2400.5,438.9,2019,2019-08
2019-03-06,South,Furniture,Bookcases,8,29.8,0.0,238.4,3.71,2019,2019-03
2018-09-26,East,Office Supplies,Paper,7,92.36,0.0,646.52,80.91,2018,2018-09
2020-05-02,West,Office Supplies,Pens,4,183.88,0.0,735.52,42.53,2020,2020-05
2017-01-29,West,Furniture,Chairs,7,139.02,0.05,973.14,45.96,2017,2017-01
2020-04-03,Central,Office Supplies,Binders,9,153.34,0.0,1311.06,82.57,2020,2020-04
2020-12-16,Central,Furniture,Chairs,8,94.99,0.0,759.92,164.17,2020,2020-12
2017-12-05,South,Technology,Accessories,9,418.6,0.1,3767.4,199.35,2017,2017-12
2020-10-20,East,Technology,Computers,7,472.12,0.05,3304.84,533.66,2020,2020-10
2020-09-27,East,Technology,Phones,1,234.04,0.0,234.04,51.81,2020,2020-09
2018-05-15,Central,Technology,Accessories,1,398.24,0.0,378.33,53.47,2018,2018-05
2018-05-26,South,Office Supplies,Binders,7,1.63,0.05,11.41,1.45,2018,2018-05
2020-09-12,East,Technology,Accessories,4,364.89,0.0,1459.56,144.54,2020,2020-09
2017-08-05,Central,Technology,Phones,4,416.07,0.0,1497.85,224.23,2017,2017-08
2020-08-17,East,Furniture,Bookcases,6,108.06,0.05,648.36,25.15,2020,2020-08
2020-03-01,East,Office Supplies,Paper,2,98.64,0.0,197.28,26.63,2020,2020-03
2019-12-30,East,Office Supplies,Binders,7,140.4,0.05,884.52,78.06,2019,2019-12
2020-06-29,West,Office Supplies,Binders,1,98.44,0.0,93.52,10.61,2020,2020-06
2020-12-09,South,Technology,Computers,6,452.79,0.1,2580.9,401.43,2020,2020-12
2018-03-21,Central,Furniture,Chairs,5,163.75,0.0,818.75,97.39,2018,2018-03
2019-05-26,Central,Furniture,Chairs,7,211.71,0.0,1481.97,156.19,2019,2019-05
2020-04-20,West,Office Supplies,Paper,4,176.75,0.05,707.0,50.88,2020,2020-04
2017-06-16,South,Office Supplies,Paper,8,88.96,0.0,711.68,37.65,2017,2017-06
2017-04-01,South,Furniture,Bookcases,3,73.04,0.0,208.16,35.61,2017,2017-04
2018-12-15,West,Technology,Accessories,2,411.03,0.0,822.06,124.41,2018,2018-12
2017-02-08,West,Office Supplies,Binders,7,182.71,0.0,1278.97,289.58,2017,2017-02
2020-02-24,South,Office Supplies,Pens,6,67.4,0.05,404.4,20.18,2020,2020-02
2017-06-22,West,Office Supplies,Paper,5,119.47,0.0,477.88,90.45,2017,2017-06
2018-10-15,West,Office Supplies,Pens,1,67.48,0.05,67.48,1.28,2018,2018-10
2019-01-24,West,Technology,Computers,7,418.75,0.0,2784.69,358.88,2019,2019-01
2020-05-28,West,Office Supplies,Paper,6,176.35,0.0,1058.1,131.84,2020,2020-05
2019-12-18,West,Furniture,Bookcases,8,37.0,0.1,296.0,67.0,2019,2019-12
2018-04-21,East,Technology,Accessories,6,288.45,0.0,1730.7,249.46,2018,2018-04
2018-04-01,Central,Office Supplies,Paper,8,172.74,0.0,1381.92,166.98,2018,2018-04
2019-04-09,South,Office Supplies,Paper,1,222.11,0.0,222.11,25.57,2019,2019-04
2019-06-14,East,Technology,Phones,6,413.73,0.0,2482.38,167.19,2019,2019-06
2020-10-16,East,Office Supplies,Binders,6,119.46,0.0,680.92,104.42,2020,2020-10
2019-10-22,West,Technology,Accessories,6,634.85,0.05,3428.19,284.12,2019,2019-10
2018-01-22,South,Furniture,Tables,4,14.13,0.1,56.52,5.35,2018,2018-01
2017-12-14,Central,Office Supplies,Paper,7,54.14,0.0,360.03,24.33,2017,2017-12
2017-07-09,South,Technology,Computers,4,279.51,0.1,1062.14,93.37,2017,2017-07
2018-05-20,East,Office Supplies,Binders,4,18.96,0.0,75.84,1.7,2018,2018-05
2020-04-29,West,Office Supplies,Pens,2,52.72,0.05,105.44,22.32,2020,2020-04
2020-10-24,Central,Technology,Computers,6,503.69,0.0,3022.14,541.79,2020,2020-10
2020-12-03,West,Technology,Computers,8,362.64,0.0,2901.12,647.45,2020,2020-12
2019-04-04,South,Furniture,Bookcases,3,101.06,0.0,303.18,34.47,2019,2019-04
2019-07-18,South,Furniture,Chairs,3,69.95,0.0,209.85,31.1,2019,2019-07
2019-07-23,South,Furniture,Tables,4,61.48,0.0,221.33,46.41,2019,2019-07
2020-02-15,Central,Office Supplies,Paper,9,12.26,0.1,110.34,16.16,2020,2020-02
2017-05-14,Central,Office Supplies,Pens,7,294.03,0.0,1852.39,416.92,2017,2017-05
2017-02-27,East,Furniture,Chairs,8,33.27,0.0,266.16,59.49,2017,2017-02
2018-11-16,West,Office Supplies,Pens,8,135.69,0.0,1031.24,88.25,2018,2018-11
2018-11-03,East,Technology,Phones,3,325.13,0.0,926.62,154.81,2018,2018-11
2017-06-22,West,Technology,Phones,3,271.24,0.0,813.72,80.21,2017,2017-06
2019-03-26,West,Technology,Computers,6,344.22,0.0,2065.32,516.0,2019,2019-03
2020-03-18,West,Office Supplies,Binders,2,72.23,0.0,144.46,27.36,2020,2020-03
2017-03-21,Central,Furniture,Tables,6,161.66,0.0,921.46,124.63,2017,2017-03
2019-06-05,South,Office Supplies,Paper,5,59.91,0.1,284.57,64.01,2019,2019-06
2020-05-21,East,Technology,Phones,7,402.72,0.0,2537.14,280.86,2020,2020-05
2017-07-22,West,Furniture,Tables,7,49.72,0.05,348.04,11.38,2017,2017-07
2019-02-03,South,Office Supplies,Paper,1,76.59,0.0,72.76,9.84,2019,2019-02
2020-06-06,East,Office Supplies,Binders,1,184.12,0.1,184.12,6.22,2020,2020-06
2020-06-04,South,Furniture,Chairs,2,145.55,0.0,232.88,51.63,2020,2020-06
2020-11-26,Central,Office Supplies,Binders,1,154.93,0.1,154.93,18.6,2020,2020-11
2017-02-16,East,Office Supplies,Pens,5,87.91,0.0,439.55,68.46,2017,2017-02
2020-06-10,East,Office Supplies,Binders,9,175.87,0.0,1582.83,234.8,2020,2020-06
2020-08-21,West,Office Supplies,Pens,3,62.0,0.0,176.7,-0.48,2020,2020-08
2020-03-12,Central,Technology,Phones,7,248.58,0.2,1740.06,149.52,2020,2020-03
2020-12-09,South,Furniture,Bookcases,5,124.92,0.0,624.6,62.28,2020,2020-12
2020-10-28,Central,Office Supplies,Binders,5,43.25,0.0,216.25,25.94,2020,2020-10
2020-07-06,West,Technology,Phones,3,451.57,0.0,1354.71,182.53,2020,2020-07
2018-10-18,East,Technology,Accessories,1,283.47,0.05,283.47,6.32,2018,2018-10
2018-04-16,West,Technology,Accessories,4,366.27,0.1,1318.57,285.48,2018,2018-04
2019-08-29,Central,Office Supplies,Pens,3,1.17,0.0,3.33,-4.39,2019,2019-08
2019-11-02,West,Technology,Computers,4,521.86,0.05,2087.44,361.36,2019,2019-11
2020-09-15,West,Office Supplies,Paper,6,113.01,0.0,678.06,41.15,2020,2020-09
2019-01-06,East,Office Supplies,Paper,6,272.9,0.05,1637.4,271.06,2019,2019-01
2019-02-23,West,Office Supplies,Paper,8,70.13,0.0,504.94,22.28,2019,2019-02
2019-08-26,West,Technology,Computers,4,359.98,0.0,1439.92,227.73,2019,2019-08
2017-12-24,South,Office Supplies,Paper,6,142.3,0.05,811.11,83.92,2017,2017-12
2019-08-30,East,Technology,Phones,7,390.65,0.05,2734.55,173.09,2019,2019-08
2020-12-02,West,Technology,Computers,9,328.08,0.1,2805.08,425.64,2020,2020-12
2018-10-30,West,Technology,Accessories,7,371.35,0.0,2339.5,130.82,2018,2018-10
2018-01-08,West,Technology,Computers,6,331.31,0.1,1789.07,229.19,2018,2018-01
2019-10-29,West,Office Supplies,Pens,9,139.12,0.05,1252.08,260.76,2019,2019-10
2020-02-20,South,Office Supplies,Pens,5,123.94,0.0,619.7,32.91,2020,2020-02
2020-10-03,South,Office Supplies,Pens,5,45.73,0.0,228.65,42.71,2020,2020-10
2018-11-07,Central,Technology,Accessories,1,464.47,0.0,441.25,47.52,2018,2018-11
2017-03-31,Central,Technology,Phones,4,365.81,0.0,1463.24,304.85,2017,2017-03
2018-11-29,East,Office Supplies,Binders,5,66.81,0.0,334.05,50.49,2018,2018-11
2020-09-01,South,Technology,Phones,4,451.48,0.0,1715.62,358.66,2020,2020-09
2020-04-16,West,Technology,Phones,3,260.2,0.0,780.6,172.64,2020,2020-04
2018-06-24,West,Technology,Accessories,8,380.16,0.0,3041.28,352.54,2018,2018-06
2019-01-02,West,Technology,Computers,8,558.06,0.0,4464.48,672.97,2019,2019-01
2019-05-19,West,Technology,Phones,1,313.3,0.0,313.3,21.82,2019,2019-05
2017-02-10,Central,Office Supplies,Pens,8,44.75,0.1,358.0,89.11,2017,2017-02
2019-01-10,South,Furniture,Bookcases,5,116.11,0.0,522.5,25.69,2019,2019-01
2018-05-17,East,Technology,Phones,7,284.52,0.0,1991.64,105.81,2018,2018-05
2019-08-17,West,Technology,Accessories,7,454.95,0.0,3184.65,597.7,2019,2019-08
2020-03-14,West,Technology,Computers,7,452.76,0.1,2852.39,207.49,2020,2020-03
2020-05-09,West,Office Supplies,Binders,6,241.32,0.05,1447.92,156.37,2020,2020-05
2019-07-18,East,Technology,Accessories,7,453.71,0.1,3175.97,516.89,2019,2019-07
2018-04-06,East,Technology,Accessories,5,494.3,0.0,2347.92,478.96,2018,2018-04
2019-01-02,Central,Office Supplies,Binders,3,126.64,0.0,379.92,58.14,2019,2019-01
2019-01-22,South,Technology,Phones,3,508.74,0.0,1449.91,77.56,2019,2019-01
2019-07-14,West,Office Supplies,Paper,3,210.28,0.05,630.84,86.61,2019,2019-07
2019-06-28,West,Office Supplies,Binders,1,46.28,0.05,37.02,-7.15,2019,2019-06
2020-06-30,South,Office Supplies,Pens,2,103.08,0.05,195.85,31.72,2020,2020-06
2018-01-25,South,Technology,Computers,7,208.94,0.1,1462.58,128.82,2018,2018-01
2019-06-02,East,Technology,Computers,7,319.45,0.0,2012.54,164.52,2019,2019-06
2017-09-13,South,Technology,Accessories,8,403.83,0.0,2907.58,652.55,2017,2017-09
2018-12-10,South,Office Supplies,Pens,5,122.83,0.0,552.74,127.22,2018,2018-12
2018-03-26,East,Furniture,Chairs,8,111.2,0.1,800.64,127.52,2018,2018-03
2017-01-10,West,Office Supplies,Paper,7,104.67,0.05,732.69,96.01,2017,2017-01
2019-04-04,South,Office Supplies,Paper,2,51.69,0.0,93.04,11.5,2019,2019-04
2019-03-09,East,Furniture,Bookcases,7,89.32,0.1,562.72,124.18,2019,2019-03
2020-06-19,East,Technology,Computers,1,411.49,0.0,411.49,24.19,2020,2020-06
2020-06-28,West,Office Supplies,Binders,6,37.09,0.0,211.41,3.94,2020,2020-06
2019-05-27,East,Furniture,Tables,5,27.82,0.0,139.1,0.38,2019,2019-05
2019-10-26,East,Office Supplies,Paper,5,117.03,0.0,555.89,86.2,2019,2019-10
2020-02-17,South,Technology,Phones,9,373.28,0.1,3359.52,534.08,2020,2020-02
2019-10-13,Central,Technology,Phones,6,398.57,0.05,2391.42,587.46,2019,2019-10
2018-01-09,East,Office Supplies,Binders,9,21.89,0.1,197.01,26.81,2018,2018-01
2019-12-25,South,Office Supplies,Binders,9,99.09,0.0,891.81,123.4,2019,2019-12
2017-05-26,Central,Office Supplies,Binders,6,59.24,0.0,337.67,24.98,2017,2017-05
2017-08-12,Central,Furniture,Bookcases,3,54.02,0.0,153.96,8.52,2017,2017-08
2020-06-16,West,Furniture,Tables,3,50.67,0.05,152.01,13.31,2020,2020-06
2017-06-26,West,Technology,Computers,4,527.87,0.0,2111.48,317.03,2017,2017-06
2019-05-03,South,Furniture,Bookcases,3,31.58,0.0,94.74,6.97,2019,2019-05
2020-07-29,West,Furniture,Chairs,4,23.13,0.05,87.89,6.8,2020,2020-07
2017-03-04,West,Furniture,Tables,2,142.43,0.1,284.86,35.51,2017,2017-03
2020-05-25,East,Furniture,Tables,8,117.52,0.0,940.16,51.81,2020,2020-05
2019-04-07,West,Office Supplies,Pens,3,32.65,0.1,97.95,3.32,2019,2019-04
2019-03-06,South,Furniture,Chairs,1,204.19,0.0,204.19,12.69,2019,2019-03
2018-11-20,Central,Office Supplies,Pens,3,28.88,0.0,86.64,-5.35,2018,2018-11
2017-04-15,Central,Office Supplies,Pens,7,137.69,0.2,963.83,137.11,2017,2017-04
2020-01-28,South,Office Supplies,Paper,4,163.7,0.0,654.8,66.02,2020,2020-01
2018-05-26,Central,Furniture,Tables,3,28.77,0.0,81.99,10.5,2018,2018-05
2018-01-20,West,Furniture,Tables,3,150.21,0.0,450.63,92.55,2018,2018-01
2018-02-09,East,Furniture,Bookcases,1,87.31,0.1,87.31,9.25,2018,2018-02
2019-04-03,East,Technology,Phones,2,417.41,0.1,793.08,83.53,2019,2019-04
2018-06-02,West,Technology,Phones,5,391.85,0.2,1861.29,278.17,2018,2018-06
2018-04-21,Central,Furniture,Bookcases,6,177.34,0.05,1064.04,150.23,2018,2018-04
2018-12-10,West,Office Supplies,Paper,6,136.08,0.0,775.66,90.62,2018,2018-12
2019-02-10,West,Office Supplies,Pens,1,180.54,0.0,180.54,28.13,2019,2019-02
2019-11-13,East,Office Supplies,Pens,4,85.3,0.1,341.2,44.6,2019,2019-11
2019-09-24,West,Technology,Computers,7,312.16,0.0,2185.12,282.88,2019,2019-09
2018-11-08,South,Office Supplies,Paper,1,68.12,0.2,64.71,5.26,2018,2018-11
2018-12-15,East,Office Supplies,Binders,1,138.89,0.0,138.89,11.03,2018,2018-12
2017-03-24,West,Office Supplies,Paper,7,69.09,0.0,483.63,96.57,2017,2017-03
2020-03-14,East,Office Supplies,Paper,3,87.82,0.05,210.77,49.79,2020,2020-03
2020-01-14,West,Furniture,Bookcases,2,72.01,0.0,144.02,3.67,2020,2020-01
2020-01-07,South,Furniture,Bookcases,4,83.79,0.0,301.64,65.2,2020,2020-01
2018-04-02,Central,Office Supplies,Binders,9,42.67,0.0,345.63,55.94,2018,2018-04
2017-01-01,South,Furniture,Bookcases,5,164.77,0.0,823.85,72.27,2017,2017-01
2017-02-20,South,Furniture,Chairs,5,127.04,0.1,635.2,145.35,2017,2017-02
2018-11-16,Central,Office Supplies,Pens,4,52.62,0.0,199.96,33.26,2018,2018-11
2018-12-18,Central,Technology,Computers,4,338.98,0.0,1288.12,228.56,2018,2018-12
2018-03-25,West,Furniture,Chairs,1,210.9,0.0,210.9,8.64,2018,2018-03
2019-05-31,East,Technology,Phones,1,475.1,0.1,475.1,78.89,2019,2019-05
2018-05-03,Central,Technology,Computers,6,302.15,0.0,1631.61,278.19,2018,2018-05
2017-02-03,East,Technology,Accessories,4,362.15,0.1,1303.74,315.93,2017,2017-02
2020-10-03,South,Furniture,Bookcases,3,111.67,0.0,335.01,62.38,2020,2020-10
2017-04-05,South,Technology,Computers,4,402.75,0.0,1449.9,305.46,2017,2017-04
2020-01-01,West,Office Supplies,Paper,7,53.8,0.0,376.6,86.16,2020,2020-01
2017-06-03,West,Office Supplies,Paper,6,112.1,0.05,672.6,71.62,2017,2017-06
2017-09-07,East,Office Supplies,Pens,8,257.05,0.05,1953.58,392.01,2017,2017-09
2018-11-05,East,Furniture,Tables,7,159.48,0.0,1116.36,121.51,2018,2018-11
2018-03-14,East,Furniture,Chairs,5,139.36,0.0,696.8,142.12,2018,2018-03
2017-04-28,Central,Technology,Accessories,4,523.07,0.1,1673.82,98.32,2017,2017-04
2019-02-10,South,Office Supplies,Pens,8,138.44,0.05,1052.14,152.66,2019,2019-02
2020-08-22,Central,Office Supplies,Binders,1,228.51,0.1,228.51,41.76,2020,2020-08
2017-09-25,West,Furniture,Tables,4,137.48,0.05,549.92,105.72,2017,2017-09
2019-12-14,Central,Furniture,Chairs,4,52.09,0.1,208.36,20.4,2019,2019-12
2017-08-24,South,Office Supplies,Binders,6,188.69,0.0,1132.14,59.14,2017,2017-08
2018-01-24,West,Technology,Phones,3,459.63,0.1,1378.89,275.29,2018,2018-01
2019-09-17,South,Office Supplies,Pens,1,107.48,0.0,96.73,10.33,2019,2019-09
2019-02-02,East,Office Supplies,Binders,6,156.78,0.0,893.65,148.32,2019,2019-02
2018-02-05,Central,Technology,Computers,2,620.53,0.0,1241.06,104.57,2018,2018-02
2018-09-16,Central,Furniture,Bookcases,9,316.68,0.1,2707.61,650.99,2018,2018-09
2019-02-06,Central,Office Supplies,Pens,8,164.63,0.05,1317.04,312.47,2019,2019-02
2020-08-19,South,Furniture,Chairs,3,124.16,0.0,372.48,71.42,2020,2020-08
2019-07-08,South,Technology,Computers,3,356.21,0.0,1015.2,202.96,2019,2019-07
2020-05-15,Central,Furniture,Bookcases,8,38.23,0.0,275.26,41.31,2020,2020-05
2020-06-06,Central,Furniture,Bookcases,3,26.96,0.1,72.79,1.6,2020,2020-06
2019-05-03,East,Furniture,Tables,1,157.97,0.0,157.97,8.56,2019,2019-05
2018-08-01,West,Furniture,Chairs,9,135.88,0.1,1222.92,182.34,2018,2018-08
2017-03-16,South,Technology,Computers,2,294.83,0.1,560.18,73.61,2017,2017-03
2018-03-11,Central,Office Supplies,Paper,9,41.81,0.0,376.29,18.26,2018,2018-03
2017-04-13,South,Technology,Computers,1,391.54,0.0,391.54,38.1,2017,2017-04
2020-12-16,West,Furniture,Tables,3,199.08,0.0,537.52,30.46,2020,2020-12
2019-02-03,South,Office Supplies,Paper,8,10.28,0.1,82.24,10.82,2019,2019-02
2019-01-08,Central,Office Supplies,Pens,8,103.03,0.0,783.03,83.7,2019,2019-01
2019-03-17,South,Technology,Phones,2,583.35,0.0,1108.36,141.22,2019,2019-03
2020-08-22,East,Office Supplies,Pens,1,249.4,0.1,249.4,40.61,2020,2020-08
2017-04-08,East,Office Supplies,Pens,5,13.13,0.0,65.65,13.81,2017,2017-04
2019-03-09,East,Technology,Phones,9,375.18,0.0,3376.62,439.39,2019,2019-03
2020-09-20,South,Office Supplies,Pens,1,63.48,0.05,63.48,9.35,2020,2020-09
2019-05-09,West,Office Supplies,Pens,1,202.75,0.0,202.75,27.74,2019,2019-05
2018-03-11,West,Furniture,Chairs,7,31.78,0.1,222.46,42.96,2018,2018-03
2018-03-23,Central,Technology,Computers,1,444.99,0.0,444.99,77.06,2018,2018-03
2020-08-24,West,Office Supplies,Binders,7,75.14,0.0,420.78,85.84,2020,2020-08
2017-09-06,West,Furniture,Bookcases,1,35.29,0.2,35.29,-2.24,2017,2017-09
2017-06-15,West,Technology,Computers,2,351.97,0.1,633.55,93.81,2017,2017-06
2019-09-11,East,Technology,Computers,7,411.17,0.0,2878.19,284.29,2019,2019-09
2020-09-20,South,Furniture,Bookcases,3,16.83,0.0,45.44,6.96,2020,2020-09
2019-10-17,East,Office Supplies,Paper,6,133.69,0.0,802.14,63.96,2019,2019-10
2018-06-26,West,Office Supplies,Binders,3,180.7,0.0,542.1,101.58,2018,2018-06
2019-01-29,East,Office Supplies,Paper,2,2.2,0.1,4.18,-9.57,2019,2019-01
2020-02-04,East,Office Supplies,Binders,1,110.08,0.0,110.08,22.16,2020,2020-02
2017-03-22,West,Furniture,Chairs,4,162.24,0.0,584.06,70.79,2017,2017-03
2017-05-13,South,Office Supplies,Binders,6,176.58,0.0,1059.48,226.35,2017,2017-05
2019-03-08,East,Office Supplies,Binders,5,91.51,0.1,457.55,83.94,2019,2019-03
2019-06-19,South,Office Supplies,Binders,9,114.22,0.1,1027.98,97.19,2019,2019-06
2017-05-18,West,Furniture,Tables,1,81.12,0.0,81.12,-5.28,2017,2017-05
2017-07-03,South,Technology,Phones,3,546.52,0.2,1639.56,118.97,2017,2017-07
2020-11-25,Central,Furniture,Bookcases,1,80.28,0.0,80.28,6.96,2020,2020-11
2020-09-15,Central,Furniture,Tables,4,59.35,0.0,213.66,12.23,2020,2020-09
2019-02-24,Central,Office Supplies,Paper,7,2.67,0.0,18.69,-2.51,2019,2019-02
2019-09-11,East,Office Supplies,Paper,2,119.76,0.0,215.57,41.8,2019,2019-09
2017-03-10,Central,Office Supplies,Paper,4,238.51,0.1,906.34,207.63,2017,2017-03
2018-06-30,East,Office Supplies,Binders,4,128.61,0.0,514.44,113.87,2018,2018-06
2017-02-22,Central,Office Supplies,Paper,9,105.16,0.2,946.44,188.97,2017,2017-02
2017-07-24,East,Office Supplies,Binders,5,39.13,0.0,185.87,4.96,2017,2017-07
2017-05-06,West,Office Supplies,Pens,3,130.03,0.2,390.09,55.84,2017,2017-05
2017-02-12,West,Furniture,Tables,4,70.75,0.0,268.85,46.17,2017,2017-02
2017-04-21,West,Technology,Accessories,4,440.34,0.0,1673.29,304.9,2017,2017-04
2019-01-31,West,Office Supplies,Binders,3,104.61,0.1,298.14,11.73,2019,2019-01
2020-04-21,South,Office Supplies,Paper,3,58.19,0.1,165.84,4.82,2020,2020-04
2019-04-28,East,Technology,Computers,2,286.65,0.0,544.63,127.1,2019,2019-04
2017-04-05,South,Technology,Phones,7,266.53,0.0,1865.71,388.93,2017,2017-04
2020-10-29,East,Office Supplies,Binders,8,158.9,0.05,1144.08,281.99,2020,2020-10
2019-06-19,South,Office Supplies,Paper,7,4.02,0.2,28.14,1.42,2019,2019-06
2017-12-26,Central,Office Supplies,Paper,7,51.19,0.0,358.33,14.33,2017,2017-12
2019-06-19,East,Office Supplies,Binders,1,12.74,0.0,12.74,2.57,2019,2019-06
2017-10-08,Central,Furniture,Tables,6,82.32,0.0,469.22,64.3,2017,2017-10
2020-05-03,Central,Office Supplies,Binders,4,26.61,0.0,85.15,20.04,2020,2020-05
2020-05-03,Central,Office Supplies,Binders,3,9.14,0.0,26.05,0.84,2020,2020-05
2018-10-29,West,Office Supplies,Pens,3,17.24,0.0,51.72,2.68,2018,2018-10
2017-04-03,Central,Furniture,Tables,5,60.85,0.05,304.25,42.15,2017,2017-04
2018-11-03,East,Technology,Accessories,3,424.49,0.0,1209.8,219.38,2018,2018-11
2017-03-02,South,Office Supplies,Paper,5,77.68,0.0,388.4,75.85,2017,2017-03
2018-09-26,Central,Furniture,Bookcases,8,108.15,0.0,865.2,65.76,2018,2018-09
2019-12-11,Central,Office Supplies,Binders,3,204.43,0.0,582.63,64.04,2019,2019-12
2020-11-27,West,Office Supplies,Paper,4,26.36,0.0,100.17,5.22,2020,2020-11
2019-10-26,West,Furniture,Chairs,8,171.64,0.05,1235.81,165.86,2019,2019-10
2018-08-27,East,Technology,Phones,4,260.77,0.0,990.93,63.6,2018,2018-08
2018-11-13,South,Technology,Accessories,8,321.92,0.05,2575.36,370.7,2018,2018-11
2018-06-18,Central,Office Supplies,Paper,6,152.97,0.05,917.82,97.89,2018,2018-06
2020-11-29,East,Furniture,Tables,2,43.82,0.0,87.64,-4.58,2020,2020-11
2019-04-18,East,Office Supplies,Paper,5,84.19,0.1,420.95,90.53,2019,2019-04
2018-10-07,East,Furniture,Chairs,6,17.69,0.0,106.14,3.76,2018,2018-10
2017-08-21,South,Furniture,Chairs,7,84.27,0.05,589.89,123.29,2017,2017-08
2018-06-08,Central,Technology,Accessories,5,412.7,0.1,2063.5,224.11,2018,2018-06
2017-12-12,West,Furniture,Tables,9,192.48,0.05,1559.09,114.3,2017,2017-12
2019-12-06,West,Technology,Accessories,1,329.6,0.05,329.6,40.29,2019,2019-12
2018-06-30,East,Furniture,Chairs,2,121.53,0.0,243.06,13.18,2018,2018-06
2020-01-07,West,Office Supplies,Paper,8,173.01,0.0,1384.08,205.26,2020,2020-01
2020-01-02,West,Office Supplies,Pens,6,133.74,0.05,641.95,117.91,2020,2020-01
2019-03-05,Central,Technology,Accessories,8,359.74,0.0,2877.92,633.14,2019,2019-03
2017-09-06,South,Furniture,Chairs,5,193.0,0.0,965.0,141.63,2017,2017-09
2017-02-16,South,Office Supplies,Pens,7,73.26,0.0,512.82,102.14,2017,2017-02
2020-02-19,South,Furniture,Chairs,6,157.02,0.05,942.12,95.38,2020,2020-02
2017-08-02,West,Office Supplies,Paper,6,46.29,0.0,249.97,55.57,2017,2017-08
2017-08-27,South,Office Supplies,Pens,4,110.8,0.0,443.2,46.1,2017,2017-08
2019-12-16,West,Furniture,Chairs,1,188.5,0.1,188.5,29.04,2019,2019-12
2017-12-16,South,Furniture,Tables,9,116.06,0.0,940.09,180.94,2017,2017-12
2017-04-17,South,Technology,Phones,8,466.65,0.0,2986.56,290.25,2017,2017-04
2019-04-11,East,Furniture,Tables,7,49.58,0.1,347.06,36.92,2019,2019-04
2017-02-17,East,Technology,Accessories,6,505.21,0.0,2425.01,122.72,2017,2017-02
2017-12-03,South,Office Supplies,Paper,5,202.77,0.1,1013.85,149.89,2017,2017-12
2019-11-16,Central,Office Supplies,Paper,1,157.21,0.0,157.21,38.61,2019,2019-11
2019-03-15,Central,Office Supplies,Pens,3,95.91,0.05,287.73,25.54,2019,2019-03
2020-07-04,West,Furniture,Chairs,1,161.97,0.0,161.97,9.11,2020,2020-07
2017-01-08,West,Technology,Computers,9,414.33,0.1,3728.97,372.97,2017,2017-01
2018-09-17,South,Furniture,Chairs,5,39.96,0.05,199.8,27.87,2018,2018-09
2020-06-30,South,Furniture,Bookcases,5,124.7,0.0,623.5,81.88,2020,2020-06
2018-12-20,East,Office Supplies,Paper,4,183.13,0.0,732.52,152.52,2018,2018-12
2017-10-30,East,Technology,Computers,7,442.41,0.2,3096.87,204.11,2017,2017-10
2018-10-01,West,Office Supplies,Paper,4,149.2,0.05,596.8,136.96,2018,2018-10
2017-02-25,South,Technology,Computers,5,440.77,0.0,1983.46,446.16,2017,2017-02
2018-12-27,East,Technology,Phones,4,348.97,0.0,1116.7,115.69,2018,2018-12
2018-06-10,East,Office Supplies,Binders,3,29.87,0.0,89.61,-3.62,2018,2018-06
2018-04-19,East,Furniture,Tables,9,114.46,0.0,1030.14,76.39,2018,2018-04
2017-01-28,West,Technology,Computers,5,513.46,0.05,2567.3,316.71,2017,2017-01
2017-03-19,East,Office Supplies,Pens,7,106.8,0.0,747.6,121.67,2017,2017-03
2020-05-24,South,Furniture,Bookcases,7,105.8,0.1,666.54,160.72,2020,2020-05
2020-11-10,Central,Office Supplies,Binders,5,118.74,0.0,564.01,122.29,2020,2020-11
2017-12-31,East,Office Supplies,Pens,6,103.17,0.0,557.12,88.31,2017,2017-12
2018-10-28,South,Technology,Computers,8,268.78,0.0,2150.24,333.1,2018,2018-10
2018-06-10,Central,Technology,Phones,5,356.17,0.0,1780.85,231.05,2018,2018-06
2018-11-30,East,Office Supplies,Pens,2,57.16,0.0,114.32,12.1,2018,2018-11
2020-08-28,South,Technology,Computers,7,281.51,0.0,1970.57,118.6,2020,2020-08
2019-06-02,South,Furniture,Chairs,7,99.91,0.0,699.37,45.73,2019,2019-06
